winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Williams S.,Shvedova Y.,4.867445988499057,1.931610843150941,0.41757229913483124,0.4601358143046214,1.02,17.0
Halep S.,Kirilenko M.,3.295384719508641,2.605926380384492,0.3565009142560414,0.4027560523446865,1.44,2.62
Pennetta F.,Kuznetsova S.,2.077485447435577,2.5396870094738024,0.3836273739839988,0.4180219182702545,2.25,1.57
Riske A.,Kvitova P.,1.9330721519123777,2.92523623918969,0.4691128855072044,0.34590485841912666,3.25,1.33
Ivanovic A.,Mchale C.,2.7498954675544516,1.4478885762148395,0.38610634177988357,0.4468671968276151,1.11,6.5
Azarenka V.,Cornet A.,4.161939463328061,2.1934324954443754,0.4087042929101181,0.36036391626231556,1.05,11.0
Hantuchova D.,Glushko J.,1.9329492214300794,1.183742254365349,0.3891235740557239,0.8852989316841057,1.33,3.25
Giorgi C.,Wozniacki C.,1.5072798945153052,2.7339479546403367,0.5008739969468972,0.36319160403494094,5.5,1.14
Vinci R.,Knapp K.,2.924299223427281,1.8518572624592193,0.34653045407527244,0.40820922708832513,1.4,2.75
Suarez Navarro C.,Kerber A.,2.5699425474382935,2.8424325424330688,0.3577689190270404,0.3689154510043012,2.5,1.53
Williams S.,Stephens S.,4.877791891676764,2.798155364789497,0.41699095573154504,0.3593750190227303,1.07,9.0
Makarova E.,Radwanska A.,2.6114422484499,3.4129776434164594,0.35979445591976567,0.3609994290725618,4.0,1.22
Li N.,Jankovic J.,3.561647874733623,2.9218578033670175,0.38297910665875073,0.36140201331840416,1.36,3.0
Vinci R.,Giorgi C.,2.9585108973140817,1.728124186158111,0.34411018736401755,0.48095621909710273,1.4,2.87
Hantuchova D.,Riske A.,1.984591265963144,2.110098097780997,0.3861040166073896,0.4554852831783383,2.2,1.61
Pennetta F.,Halep S.,2.1768260011439096,3.3415392572547993,0.37755780627391394,0.35498101402953147,4.0,1.25
Azarenka V.,Ivanovic A.,4.187169788986795,2.7881158443696403,0.4088455292369045,0.3844765387339278,1.12,6.0
Li N.,Makarova E.,3.6061532775724325,2.708260352028846,0.37834135412190223,0.35392802220952246,1.28,3.75
Williams S.,Suarez Navarro C.,4.897456859958343,2.643542384741553,0.4171327864055137,0.35491462707808613,1.03,15.0
Pennetta F.,Vinci R.,2.3011818073067953,2.98439073871963,0.37100618008407754,0.3431212030939619,2.0,1.8
Azarenka V.,Hantuchova D.,4.225698259476358,2.059482673104794,0.4063103753923078,0.3813819182655547,1.08,8.0
Azarenka V.,Pennetta F.,4.242596353956643,2.402972177226315,0.40429922320674255,0.3655804317097813,1.3,3.5
Williams S.,Li N.,4.915185443877956,3.648146989739235,0.41642875861391376,0.3770423917247998,1.14,5.0
Williams S.,Azarenka V.,4.956184127243361,4.267944726580781,0.41384433034343343,0.40284234591996626,1.25,4.0
Mchale C.,Paszek T.,1.4004076775585192,0.7148058143946985,0.44819926187637943,0.49854451780384834,1.4,2.75
Erakovic M.,Burdette M.,1.6898251574780263,1.5276092797201475,0.4176431616388864,0.5467012881486601,1.44,2.62
Tomljanovic A.,Sanchez M.,0.9050979646142975,0.8863049823262487,0.5846529591498826,0.7366041811287963,1.33,3.25
Meusburger Y.,Babos T.,2.06232799112485,0.9490382329538795,0.5348106961770063,0.505224129684398,2.5,1.5
Minella M.,Puchkova O.,0.89693573429764,1.0988222300553332,0.4789895551224723,0.48070771746329666,1.4,2.75
Ozaki R.,Kozlova K.,0.0,0.6600129090109844,2.5,1.290709961834604,1.83,1.83
Kichenok N.,Birnerova E.,0.7566085170188364,0.8177144535336822,1.146000971568824,0.5949417066647081,3.25,1.33
Cadantu A.,Sharipova S.,1.2081709576458326,-0.8376885886824903,0.4248512934035564,1.2649107211118173,1.4,2.75
Burnett N.,Tsurenko L.,0.5104025494020279,1.0623151344781128,0.7344841175176725,0.4635709387205269,1.3,3.4
Begu I.,Panova A.,1.0346000318344855,0.6512007765346853,0.48694497026655387,0.6295170466119827,1.72,2.0
Jovanovski B.,Nara K.,1.601993622326546,0.6046342521457232,0.4290803408845378,0.6663122595318833,1.18,4.5
Govortsova O.,Krajicek M.,1.4725182240094299,0.9856290939057643,0.48426126395113783,0.6617164440346691,2.37,1.53
Vekic D.,Kichenok L.,1.9231600082689326,0.0,0.49535354028748896,2.5,1.53,2.37
Garcia C.,Wozniak A.,0.5249591180190598,1.6187082937018489,0.5400301083773154,0.6034157112449806,1.44,2.62
Karatantcheva S.,Sadikovic A.,0.7053127516720495,0.17358127175260998,0.6154382449847224,1.6871263554328149,1.53,2.37
Coin J.,Larcherde Brito M.,0.4657944810214024,1.0877567179447372,1.0537010742514323,0.5601449952778962,1.36,3.0
Hercog P.,Flipkens K.,1.6785578593284873,2.473067574202533,0.5057271412082209,0.3944781813261359,1.57,2.25
Safarova L.,Tatishvili A.,1.7712507663375554,0.5226572555994721,0.4208196221871507,0.49226542567590503,1.25,3.75
Zahlavova Strycova B.,Daniilidou E.,1.1605650646871917,0.1757963769458749,0.5820939592152377,0.5732325777176068,1.66,2.1
Lucic M.,Fichman S.,1.1665626182704791,-0.04726935251448497,0.4949416609359752,0.8647503988006394,3.5,1.28
Glushko J.,Arefyeva T.,0.9467234741212813,-0.9918266180164446,0.833634500069956,1.43176005310545,1.4,2.75
Dolonc V.,Shvedova Y.,0.9803780967504252,1.9107620783040629,0.5745307688401087,0.4675678758464482,1.66,2.1
Voskoboeva G.,Zanevska M.,1.5100108015698777,-1.379625071642762,0.47463731594536224,1.9217388463821616,1.25,3.75
Cetkovska P.,Abduraimova N.,1.8522241608862289,-1.4369542080094242,0.525080600431087,1.2362821373706572,2.0,1.72
Torro Flor M.T.,Folts A.,1.0501701593509618,0.0,0.466986375345452,2.5,1.4,2.75
Doi M.,Rodina E.,0.9119315334848562,0.9793445870343679,0.5401169872029017,0.8785699102634155,2.1,1.66
Mattek-Sands B.,Dubois S.,2.0796066987572632,-0.2148999399369214,0.43184436754774636,0.7243898388554126,1.3,3.4
Davis L.,Giorgi C.,1.3630332491619852,1.6728637231278405,0.461070445582423,0.47864869535738713,1.66,2.1
Mladenovic K.,Oudin M.,1.301224260064924,0.9817926261407064,0.426610555746899,0.5216985314898926,1.8,2.0
Martic P.,Hradecka L.,1.289124678393533,1.266507132980551,0.47751336800954947,0.49685823958980063,2.3,1.61
Hlavackova A.,Rodionova An.,1.199628792905126,0.8435340206861307,0.45718317693140126,0.6231502773891365,1.53,2.5
Mchale C.,Garcia C.,1.471501123283883,0.7482688383248065,0.43983046802529735,0.5149749098461949,2.0,1.72
Hercog P.,Coin J.,1.8708940983687332,1.0783446752967512,0.4852014628181876,0.9252671727065875,2.1,1.66
Meusburger Y.,Cetkovska P.,2.1427606414630462,1.8667465331496231,0.5232968575173,0.5224738312092951,2.2,1.61
Voskoboeva G.,Glushko J.,1.5422198114209786,1.0672824065186355,0.4723473077597329,0.8032394224646201,1.44,2.62
Torro Flor M.T.,Begu I.,1.1001100003108322,1.1384728718478363,0.46408515569306585,0.4749213778828873,1.16,4.5
Minella M.,Dolonc V.,1.0335564862848667,1.204799039859815,0.4645970076865565,0.5414790321800953,2.62,1.44
Cadantu A.,Kichenok N.,1.2247627958272012,1.2988739351220577,0.4230473845089914,0.9830139302492703,1.72,2.0
Govortsova O.,Vekic D.,1.5642233989542547,1.940963149406859,0.4730561716082092,0.4946149268213476,1.72,2.0
Jovanovski B.,Doi M.,1.6569272592728508,1.0479377130433651,0.4233057320044729,0.5223429087660815,1.5,2.5
Burnett N.,Ozaki R.,0.8176338998295056,1.8477906178100052,0.6712788652402475,1.8933017138186108,1.2,4.33
Bouchard E.,Arvidsson S.,2.153129755026203,1.2624581040122453,0.44779645823471437,0.46604641724327256,1.16,4.5
Erakovic M.,Zahlavova Strycova B.,1.7819404752719226,1.2569056088080879,0.4116401732469116,0.56522709358382,3.5,1.28
Tomljanovic A.,Mattek-Sands B.,1.0596981151655807,2.095829432173675,0.5628031282692574,0.42909367864553977,1.28,3.5
Safarova L.,Lucic M.,1.8303968100634342,1.223134691174249,0.415549976933323,0.48710019208824173,1.28,3.5
Davis L.,Hlavackova A.,1.4928581054180843,1.2948806748379695,0.44680155575103003,0.4472322948412222,1.01,23.0
Govortsova O.,Cadantu A.,1.702918557745408,1.319268114758743,0.4583556797217696,0.4161625507002002,1.4,2.75
Torro Flor M.T.,Meusburger Y.,1.2039310091340605,2.2626691694368573,0.4512781998756562,0.5095308073750002,2.1,1.66
Minella M.,Burnett N.,1.1525900611972157,1.0221572672813035,0.45184911392230415,0.6475299873142457,1.72,2.0
Jovanovski B.,Voskoboeva G.,1.7269754492962786,1.6215267875438282,0.4156747273342172,0.4630292609887743,1.8,1.9
Bouchard E.,Karatantcheva S.,2.2108145450434096,0.8229719565013257,0.4399075993845988,0.6024951055654296,1.9,1.8
Mladenovic K.,Martic P.,1.3862464843147486,1.407350785875751,0.41856037388449574,0.4642588883184338,1.61,2.2
Erakovic M.,Tomljanovic A.,1.8549980496898886,1.3162687800203199,0.4050145028341934,0.5343284157834524,2.75,1.4
Mchale C.,Hercog P.,1.5445735873507647,1.9435923510794402,0.4325601921312358,0.4769535957993631,1.4,2.75
Safarova L.,Davis L.,1.8973806805379856,1.5857231557397884,0.4083258860143649,0.4359700271784027,1.4,2.75
Jovanovski B.,Torro Flor M.T.,1.8176492988221882,1.3750614863952482,0.407282630872,0.4373495144033457,1.57,2.25
Govortsova O.,Minella M.,1.7933661597546176,1.2464721548954347,0.4473397077344439,0.44156794701665947,2.0,1.72
Bouchard E.,Mladenovic K.,2.254319131646422,1.477225501898791,0.4342896844581752,0.409316937517687,1.66,2.1
Erakovic M.,Mchale C.,1.9153545826558676,1.6614239630359535,0.3984868811085832,0.42193778814838273,1.8,1.9
Safarova L.,Bouchard E.,1.9658432627789026,2.254319131646422,0.40118604383786155,0.4342896844581752,1.61,2.3
Jovanovski B.,Govortsova O.,1.883443883484233,1.8704078078508586,0.40047553187210516,0.43810991805592225,1.44,2.75
Safarova L.,Erakovic M.,2.066753225345395,1.9882867201060515,0.39322991014410347,0.3916968515394824,1.57,2.37
Hsieh S.W.,Ormaechea P.,1.3398993236870185,2.026506057882948,0.4490305904997669,0.5625945680638823,1.4,2.75
King V.,Scheepers C.,1.1707928823213054,1.3912113092649487,0.532670595210517,0.4258507413044469,1.66,2.1
Voskoboeva G.,Cetkovska P.,1.5187424678963315,1.7268229590845698,0.4543243650471464,0.5089512044391281,1.53,2.37
Zhang S.,Puchkova O.,0.9565554570093222,0.9683947160251141,0.7178860211061044,0.4730150256396257,1.28,3.5
Puig M.,Kichenok N.,1.5711433530956893,0.846181499509643,0.48294966396452826,0.8808519196585688,1.33,3.25
Pliskova Ka.,Larsson J.,0.8219931185132312,1.760532882367449,0.5024998612296738,0.4463108711566842,1.5,2.5
Konta J.,Hogenkamp R.,0.3897546087130893,1.8330871154054522,0.7545236200494219,0.8941281547152661,1.36,3.0
Goerges J.,Doi M.,1.2081538458879977,0.9676871792737738,0.41729649656599027,0.5127612771016459,2.5,1.5
Razzano V.,Dominguez Lino L.,1.94621580027782,1.7463918618769743,0.4805930581442943,0.43257416185390846,1.72,2.0
Dushevina V.,Soler Espinosa S.,0.9256706975890511,1.3067811944532723,0.5803579119385464,0.4595363600108094,3.0,1.36
Dulgheru A.,Han S.H.,0.9955907051763834,-1.8788005090134074,0.577011756481459,2.160711374716082,1.16,5.0
Arruabarrena L.,Svitolina E.,0.0,1.3408039576646558,2.5,0.46048850818199877,2.25,1.57
Lee Y.R.,Gavrilova D.,-2.131777716712019,0.7912967955095612,2.0403546162987247,0.7930953539942787,1.28,3.5
Pavlyuchenkova A.,Medina Garrigues A.,2.3015955426276014,1.1847472899294436,0.40784037602946305,0.4663160576201252,1.83,1.83
Jovanovski B.,Cirstea S.,1.9701530452184055,2.2871524797326765,0.39559393590487013,0.37088779892886736,3.5,1.28
Meusburger Y.,Tsurenko L.,2.0269662335646386,0.905605813073944,0.48936980080137044,0.4602062212692398,1.36,3.0
Dolonc V.,Radwanska U.,1.0529706456464831,2.1439225189884326,0.526620267795799,0.39962808792259424,3.0,1.36
Robson L.,Jaksic J.,1.9345279260108204,1.3400558817328803,0.42851940110404013,1.3629080713992696,2.62,1.44
Zheng S.,Kumkhum L.,-0.34167451952857064,0.895286898177305,0.8987264652458706,0.80143173362309,2.25,1.57
Cornet A.,Govortsova O.,2.204239566957975,1.7767522026676985,0.37778930085751083,0.42920661194544785,1.28,3.5
Zheng J.,Shvedova Y.,1.7873017472729982,1.727306840568142,0.44745999155576943,0.45832637050677527,1.83,1.83
Babos T.,Lepchenko V.,0.8972098574247586,1.7235364638277197,0.4980747182291335,0.4129391485178076,1.28,3.5
Peng S.,Peer S.,1.9968287661833766,1.127802447580089,0.4364694157806566,0.47666995822868363,3.25,1.33
Begu I.,Han X.,1.0335119960936796,0.7592394206266541,0.4669930263851818,1.0585465466898825,1.22,4.0
Schiavone F.,Petkovic A.,2.1249822739166104,2.3260501706381786,0.4250224969161205,0.43117105067758027,2.25,1.57
Date Krumm K.,Watson H.,0.8486248608004554,1.3837012077470756,0.5368343240948458,0.4928080916274636,4.0,1.22
Beck A.,Ozaki R.,1.2536572369620562,0.25068816363771357,0.44776785440326083,1.3382903705928033,1.83,1.83
Kirilenko M.,Chan C-W.,2.548362373584235,0.0,0.41365966566102563,2.5,2.25,1.57
Jabeur O.,Burnett N.,1.0917819910571065,0.8169015627504574,0.909018883443516,0.6199472554194786,2.75,1.4
Jang S.J.,Zakopalova K.,0.0,2.2658813545649013,2.5,0.3855081747179681,1.72,2.0
Radwanska A.,Cadantu A.,3.3233256966360494,1.2402073457013112,0.37038233429396833,0.412853529680617,1.57,2.25
Cabeza-Candela E.,Minella M.,0.9889768449304037,1.1558597585835833,0.5175655703882616,0.43552531785231346,1.5,2.5
Zhang S.,Hsieh S.W.,1.2083094502102774,1.488857374852084,0.67295018454941,0.4357012715590034,1.5,2.5
King V.,Jovanovski B.,1.325244061341198,2.0678304473951505,0.5113423318873211,0.3882201004888914,1.33,3.25
Puig M.,Voskoboeva G.,1.6475017633558495,1.637873813724877,0.4734760610468761,0.44387004262774016,1.04,9.0
Zheng J.,Babos T.,1.8893809652498588,1.0834972803346277,0.43632148921059605,0.4777289040280865,4.0,1.22
Meusburger Y.,Dolonc V.,2.104896621913723,1.2636677759181032,0.47979050365213866,0.501488004675646,2.0,1.72
Cornet A.,Pliskova Ka.,2.253142664055961,1.0094756751686578,0.3724650944583196,0.48234410860434185,1.14,5.0
Konta J.,Peng S.,0.8148780014395283,2.0574554701356456,0.6911899245512375,0.4285411309874065,1.28,3.5
Robson L.,Zheng S.,1.9920838722024037,0.20347286499736303,0.42397750064911166,0.8005906502240279,3.5,1.28
Arruabarrena L.,Dulgheru A.,2.379077634081061,1.0160970555188673,1.7060524824747854,0.5739094206214264,2.2,1.61
Begu I.,Goerges J.,1.114821147241631,1.2855639231352802,0.45773370487736165,0.4093160924866319,1.72,2.0
Schiavone F.,Razzano V.,2.228766209022519,2.0494886163126047,0.41505603561033366,0.46833334372261864,1.03,15.0
Dushevina V.,Beck A.,1.0985682784784192,1.2950175540729862,0.5516586741907525,0.44269115651923524,2.5,1.5
Pavlyuchenkova A.,Lee Y.R.,2.340596743548713,0.3636426039179167,0.40342383956079725,1.316197024477435,10.0,1.06
King V.,Puig M.,1.514779316264842,1.7565801493702529,0.4901494107000278,0.460036424679124,1.04,13.0
Meusburger Y.,Cornet A.,2.1636069200888137,2.2857415105665204,0.4702245008340853,0.369135883699098,2.75,1.4
Zhang S.,Konta J.,1.4603112465590429,1.1956627052196287,0.6338102287673929,0.6349357765536349,2.5,1.5
Zheng J.,Robson L.,1.9475694273302608,2.019191276092586,0.4286268171004879,0.4202254004511175,3.0,1.36
Jang S.J.,Jabeur O.,2.9166503264877885,1.386095255872088,1.629479905745726,0.8328745584239614,1.66,2.1
Radwanska A.,Cabeza-Candela E.,3.3375355279053918,1.1387098112550735,0.3700730695457845,0.49900874692081476,1.57,2.25
Date Krumm K.,Kirilenko M.,1.0265698742898601,2.5591773573443994,0.5149233426648219,0.41446667092878964,1.04,10.0
King V.,Zheng J.,1.6491873144966034,2.045560555220938,0.47405444392259266,0.4191917686516018,3.25,1.33
Zhang S.,Meusburger Y.,1.626913105748575,2.284415440090607,0.6082857026246316,0.45932432768007103,1.02,15.0
Radwanska A.,Dushevina V.,3.3494747719433717,1.2640629410197144,0.368719503538504,0.5295505879104846,4.5,1.16
Arruabarrena L.,Jang S.J.,2.929125038174504,3.375835637944437,1.5060678364891569,1.46570839644183,1.05,9.0
Schiavone F.,Date Krumm K.,2.307509491337914,1.2820075421354191,0.4081271592507361,0.49188720071611086,1.36,3.0
Pavlyuchenkova A.,Begu I.,2.357916345509643,1.2376234322674475,0.40278661590950976,0.4458267898970978,1.5,2.5
Zhang S.,King V.,1.8750216329884515,1.787806040806385,0.5808836856061167,0.4595389340227715,1.18,4.5
Radwanska A.,Arruabarrena L.,3.363822581883977,3.784211142910236,0.36732154626518415,1.4331102488137788,1.03,15.0
Pavlyuchenkova A.,Schiavone F.,2.3989809443943546,2.352860887106503,0.3978612022875459,0.40273407071410555,1.36,3.0
Radwanska A.,Pavlyuchenkova A.,3.425559476808794,2.4811915884599403,0.3650579653196823,0.3910494475137342,1.14,5.5
Bencic B.,Gavrilova D.,-1.6187080725721703,0.35321656254772676,1.8409279977482054,0.7604898385105198,1.5,2.5
Cirstea S.,Goerges J.,2.193520282046598,1.1799716304495822,0.3690639798766269,0.4048008374550408,1.61,2.2
Svitolina E.,Nara K.,1.2651869662172341,0.5619015676008892,0.4606531953647245,0.6525669758826876,1.57,2.25
Torro Flor M.T.,Zakopalova K.,1.3285207093795295,2.17166663915053,0.4356856022135821,0.3860249321131717,2.1,1.66
Safarova L.,Hercog P.,2.132888813359758,1.796961131375,0.39359309775450513,0.4699693824963313,1.72,2.0
Williams V.,Barthel M.,2.467056349179783,2.0494175383762614,0.4814840826088619,0.4085308771022437,1.61,2.2
Flipkens K.,Zahlavova Strycova B.,2.363106481910891,1.1488846044412049,0.39789316577829476,0.5534030323216594,1.57,2.25
Kuznetsova S.,Ormaechea P.,2.4372888119988456,1.812007781118208,0.43078817459761337,0.5374516987780632,1.33,3.25
Cibulkova D.,Radwanska U.,2.342440789381695,2.004735588026467,0.38998648979915207,0.3947250035764085,1.44,2.62
Stephens S.,Voegele S.,2.7874776576261664,1.3328578810095761,0.380918084806653,0.45347114956701584,1.2,4.33
Stosur S.,Cornet A.,2.7711500997254617,2.198773310889533,0.38760751369977386,0.3649960255283353,1.53,2.37
Dellacqua C.,Mladenovic K.,0.4745248309103346,1.4470556265992218,0.6180202265159062,0.4115449756502168,2.0,1.72
Ivanovic A.,Beck A.,2.7623207351369774,1.1758590080069267,0.4018984632376551,0.4368755606051042,1.1,6.5
Bouchard E.,Puig M.,2.2108513514526984,1.629362459418724,0.4228827208428177,0.4503806436345982,1.57,2.25
Doi M.,Lepchenko V.,0.8380967812100332,1.5847324957935032,0.5022207596927614,0.40928978842655334,2.75,1.4
Morita A.,Robson L.,1.2390709792859755,1.9148919367337747,0.45363914874184363,0.4136423247538979,2.75,1.4
Pennetta F.,Hantuchova D.,2.368996226734893,2.024625650986961,0.3821973181692148,0.39933383545614476,1.5,2.5
Date Krumm K.,Rodionova An.,1.205498621064708,0.6835783655945098,0.48245220408675815,0.6045558491676828,1.44,2.62
Wozniak A.,Schiavone F.,1.352400002908819,2.271757032463121,0.58116147896308,0.3955867526760742,2.75,1.4
Peng S.,Ozaki R.,1.898350333492645,-0.28457413372116686,0.4219016464418799,1.1743331073134218,1.5,2.5
Rybarikova M.,Hsieh S.W.,2.2362756031052387,1.4084469101442345,0.3883125155160024,0.4316326693248981,1.5,2.5
Keys M.,Suarez Navarro C.,1.90419358313577,2.646796475831077,0.4482109454758089,0.37601115225105863,2.37,1.53
Petkovic A.,Vesnina E.,2.2125479659015244,2.533265047660422,0.4259726868898464,0.4035523357747941,1.66,2.1
Halep S.,Pavlyuchenkova A.,3.2409934931151785,2.435999890201992,0.37193924248886673,0.38574933903544634,1.28,3.5
Kvitova P.,Bencic B.,2.828417978481249,0.14517075396942722,0.36617773167287127,1.1966375908208464,1.1,7.0
Safarova L.,Vinci R.,2.194739550726599,2.893468774462103,0.387321297443179,0.3598242238596925,2.5,1.5
Kerber A.,Torro Flor M.T.,2.758921048060157,1.4760829255968066,0.38771648385121854,0.42314144479788823,1.14,5.5
Bouchard E.,Stephens S.,2.2740258990616176,2.8112355424585065,0.41619754076691523,0.3792629093186945,2.62,1.44
Cibulkova D.,Dellacqua C.,2.3998582810969467,0.770982385447821,0.38463769508017065,0.5783777994437049,1.25,3.75
Cirstea S.,Doi M.,2.226518801511355,1.022717729322521,0.3661559721165257,0.48123421794567,1.33,3.5
Kuznetsova S.,Errani S.,2.5080057615936946,3.0166448305637084,0.4243200320195163,0.3966760204423039,1.83,1.83
Ivanovic A.,Svitolina E.,2.788161516896985,1.3351046743606392,0.39830592597987957,0.45209985469088615,1.1,7.0
