winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Bertens K.,Riske A.,1.1965753301111681,1.809687533468775,0.42392706391710555,0.5301090456883961,2.1,1.66
Vinci R.,Goerges J.,2.873616345134993,1.2401067836968598,0.3636370882357967,0.40886721363724815,1.15,5.0
Lepchenko V.,Morita A.,1.7874118899209093,1.3582678614865142,0.4059950027652313,0.4172254619748043,1.4,2.75
Zakopalova K.,Safarova L.,2.309711531078568,1.8852466365310239,0.3984036263331588,0.41678659768875287,1.57,2.25
Stephens S.,Mladenovic K.,2.529120012984948,1.4563328896905896,0.4017782318510056,0.43298235731331597,1.4,2.75
Pavlyuchenkova A.,Zhao C.,2.1702227732522337,0.0,0.4354510097098781,2.5,1.18,4.5
Cornet A.,Vesnina E.,1.9568166719751183,2.6024684954363857,0.36849933203469115,0.4297436873291333,2.1,1.66
Ivanovic A.,Hsieh S.W.,2.7822919149565544,1.4229185468239065,0.3909633139369225,0.4639443393191209,1.12,6.0
Kirilenko M.,Martic P.,2.721289576900827,1.3847172289398613,0.42094744610627766,0.4599401133213435,1.33,3.25
Davis L.,Kuznetsova S.,1.0657037307257247,2.6450818739217388,0.4871934126945945,0.43461615214210136,3.25,1.33
Makarova E.,Rodionova An.,2.349897212548755,0.8852406988039152,0.39073640254331315,0.61264478689445,1.13,5.5
Jankovic J.,Tatishvili A.,2.6131715923381647,0.5665964611212918,0.38644468508628055,0.47626404617641455,1.15,5.0
Rybarikova M.,Dulgheru A.,2.0829803885800824,0.8280780257791522,0.37069682173454516,0.62288987569123,1.57,2.25
Fichman S.,Dubois S.,-0.48818596617226795,0.10847756586319168,1.047360445092814,0.7409703234114627,1.61,2.2
Schiavone F.,Scheepers C.,2.0670182292742463,1.457883857773694,0.3882683372198843,0.3980552341288902,1.83,1.83
Flipkens K.,Williams V.,2.51392719040913,2.7894951384518327,0.38494265047864523,0.5186504743879344,2.0,1.72
Suarez Navarro C.,Hampton J.,2.5157929987318384,2.5400760492316543,0.37584323887914983,0.39208645901375594,2.5,1.5
Cibulkova D.,Kerber A.,2.5324966842375463,2.8080367448674903,0.37946184201056204,0.39360103697174265,1.44,2.62
Bouchard E.,Kleybanova A.,2.0407967852012425,2.0832418187720103,0.4686006644055438,0.8915650513648725,1.08,7.5
Stosur S.,Glushko J.,2.7858761753897086,-1.6549804543701272,0.37423725574907934,1.7947558832058053,2.1,1.66
Radwanska A.,Wickmayer Y.,3.2384809864276307,1.634104406729919,0.3720886511840781,0.3884247494033051,1.11,6.5
Stephens S.,Barthel M.,2.5705923791506646,1.9304795797304752,0.3967283256660972,0.40115353696845174,1.53,2.37
Li N.,Pavlyuchenkova A.,3.3551419827209856,2.195638784107675,0.4187203642756057,0.43422616073660847,1.22,4.0
Cornet A.,Kirilenko M.,2.053330313287918,2.7581244137297256,0.3623339903111381,0.4157958046707794,2.5,1.5
Rybarikova M.,Lepchenko V.,2.1134392535124586,1.8500893059680965,0.3675102444483344,0.3995985675701138,2.1,1.66
Bartoli M.,Davis L.,2.6338587300057656,1.29824444116783,0.39994498598398015,0.46677812366019156,1.25,3.75
Vinci R.,Makarova E.,2.8940866937726564,2.374921321648302,0.3627975419408293,0.3872443536684041,1.72,2.0
Jankovic J.,Fichman S.,2.6286463839322067,0.09108951015411307,0.38432368991694266,0.9028140232187237,1.15,4.5
Errani S.,Zakopalova K.,3.3161335276986494,2.381440020285337,0.3932326589112928,0.3928459648799392,1.36,3.0
Flipkens K.,Bertens K.,2.605841129646297,1.3271269324500274,0.3786633877164511,0.41350782210569764,1.44,2.62
Ivanovic A.,Pennetta F.,2.8110825230585004,2.0265357132408086,0.3870077388891919,0.3885746069539139,1.2,4.33
Williams S.,Schiavone F.,4.825253554941934,2.133730205275255,0.446437667862678,0.3837004750915333,1.03,12.0
Cirstea S.,Wozniacki C.,2.104268421988517,2.43359942508291,0.3664226795986275,0.40651179014768873,2.5,1.5
Kvitova P.,Bouchard E.,2.7907004800178576,2.148174637525213,0.38347000733880837,0.45841614554244076,1.4,2.75
Stosur S.,Suarez Navarro C.,2.792538783131958,2.5956197497413105,0.3749748495117938,0.3710533507884592,1.36,3.0
Errani S.,Cornet A.,3.3633685968525002,2.1511500270824735,0.3886049360659341,0.3566475441353837,1.4,2.75
Radwanska A.,Stephens S.,3.267245251640862,2.6294097104144694,0.36968758052256284,0.39112177925760705,1.18,4.5
Li N.,Ivanovic A.,3.4046881673361393,2.8684437820574384,0.41329743220017284,0.382179324831089,1.4,2.75
Rybarikova M.,Bartoli M.,2.1739237461819014,2.671674913384881,0.362822022037426,0.3958274003321742,2.62,1.44
Williams S.,Flipkens K.,4.825253554941934,2.639739431280785,0.446437667862678,0.3753712930575927,1.03,15.0
Cirstea S.,Jankovic J.,2.104268421988517,2.6458511464756187,0.3664226795986275,0.3833816193413021,2.25,1.57
Cibulkova D.,Vinci R.,2.625749767965333,2.951275930110113,0.3748027359972884,0.3588370751763124,2.1,1.66
Kvitova P.,Stosur S.,2.8424617165089563,2.8581067313255426,0.37867647222180456,0.3695448962952588,1.72,2.0
Radwanska A.,Errani S.,3.326091566015054,3.399597595733541,0.3659473114737156,0.3845076528053548,1.36,3.2
Li N.,Cibulkova D.,3.4687727543269116,2.718843455393454,0.40692326904295956,0.3684392705565988,1.4,3.0
Cirstea S.,Kvitova P.,2.275682799856784,2.8424617165089563,0.3544297628307179,0.37867647222180456,3.2,1.36
Williams S.,Rybarikova M.,4.857724084528709,2.2640820181194767,0.4417071320992192,0.35889366883473073,1.02,17.0
Cirstea S.,Li N.,2.3657494353314172,3.52818452642818,0.34927184299813613,0.4013681907473094,4.0,1.25
Williams S.,Radwanska A.,4.857724084528709,3.3962068683684006,0.4417071320992192,0.3609366316418928,1.08,8.0
Williams S.,Cirstea S.,4.906230288039638,2.474572862691976,0.43429256882904654,0.34434540116081747,1.05,11.0
Davis L.,Zakopalova K.,1.2555392709468882,2.3351051464753585,0.4625575217393127,0.39201494558324995,3.25,1.33
Halep S.,Hsieh S.W.,2.8350803832009754,1.3782819119936427,0.3866290385584615,0.461527644632858,1.25,3.75
King V.,Mladenovic K.,1.0270458420261714,1.4175328076763871,0.5407042826384417,0.4312554239045473,1.72,2.0
Stosur S.,Kuznetsova S.,2.7844474793987195,2.4559011425078277,0.36503712375542025,0.42642593873866885,1.36,3.0
Stephens S.,Martic P.,2.5783407026627545,1.339832802466092,0.3882721290577544,0.4571300051310727,1.36,3.0
Kirilenko M.,Tatishvili A.,2.635487118224848,0.5428247496584827,0.4087192568772597,0.4760123611177297,1.2,4.33
Erakovic M.,Suarez Navarro C.,1.7368584322752987,2.5263582282702366,0.41717975868393736,0.3685977922857182,2.62,1.44
Kerber A.,Knapp K.,2.7295572893689766,1.7286947000476935,0.3908161405669599,0.4280364802426865,1.15,5.0
Kleybanova A.,Arvidsson S.,1.6978097583565428,1.2112049996840855,0.8137849887733999,0.4684474149230271,2.37,1.53
Bouchard E.,Puig M.,2.076770169690616,1.8145048086766618,0.4506386217553154,0.5079270918092889,1.72,2.0
Vinci R.,Mattek-Sands B.,2.868189249149746,2.19174645952759,0.35708483917632006,0.42785881121565733,1.44,2.62
Williams V.,Cepelova J.,2.645073069719374,1.0988535832153599,0.5046521033354419,0.4865917534244834,1.36,3.0
Barthel M.,Safarova L.,1.8781682032960738,1.8204920384883871,0.40048808295220906,0.41514577700388955,1.57,2.25
Petkovic A.,Hantuchova D.,2.402161987872158,1.8909660765278853,0.4254985426717078,0.3954205052743267,1.36,3.0
Lepchenko V.,Pennetta F.,1.7869685196235752,1.9758551597779985,0.3984168407825544,0.3884709463218888,1.9,1.8
Hampton J.,Pavlyuchenkova A.,2.459745033471302,2.1502892519379437,0.39109340146979443,0.4325830204422648,1.53,2.37
Hercog P.,Cibulkova D.,1.606885429994792,2.6800301937125455,0.5294237593107576,0.366648144998316,4.0,1.22
Rybarikova M.,Goerges J.,2.259087387056298,1.2171494065979807,0.3607684736172682,0.41248792576417126,1.36,3.0
Makarova E.,Beck A.,2.3236982200189154,1.3653490769930219,0.38660355044127004,0.4325702240256985,1.33,3.25
Cornet A.,Ivanovic A.,2.1352878531831685,2.808195388424612,0.3576440106669405,0.38069388053458797,3.25,1.33
Vesnina E.,Flipkens K.,2.475686850349766,2.6300146588646416,0.4240437276652893,0.3785023702982785,1.8,1.9
Wozniacki C.,Peng S.,2.3471297827797932,2.091876682022055,0.4022812599336981,0.4431930161789138,1.36,3.0
Niculescu M.,Wickmayer Y.,1.6258865719082316,1.612529505524552,0.4134338381242856,0.3912917349703553,,
Azarenka V.,King V.,3.8740126368625734,1.2068749221380315,0.42083766985622506,0.5168046561681776,2.0,1.72
Jankovic J.,Lisicki S.,2.5636038181345073,2.7392509000405667,0.38129045252450805,0.39975696545282385,1.02,13.0
Stephens S.,Sharapova M.,2.613009652456714,4.191072393974484,0.3852894129905285,0.43714680462622174,5.0,1.15
Errani S.,Hercog P.,3.3123969759896066,1.8377647008974558,0.38121800073018675,0.5058027002257679,1.25,3.75
Vinci R.,Petkovic A.,2.907971611948284,2.478636893709395,0.35315917672247366,0.41778316932072035,2.2,1.61
Stosur S.,Hampton J.,2.837693241305367,2.5266572255070803,0.36182235975815824,0.3850198676048984,1.33,3.25
Williams S.,Bouchard E.,4.917365270122686,2.1688783953056525,0.4349534466622944,0.44059840116355053,1.02,15.0
Kvitova P.,Erakovic M.,2.8189028095838133,1.864610023629521,0.3682330409162007,0.4075850268890783,1.28,3.5
Barthel M.,Kirilenko M.,1.9629601487984918,2.651417653400981,0.39271046335579496,0.4074894588572165,2.25,1.57
Kerber A.,Kleybanova A.,2.767230386873134,1.9570760570651955,0.38705154799649355,0.7572280584161573,1.12,6.0
Vesnina E.,Williams V.,2.5822165243106676,2.6875783021982316,0.4146544102030792,0.4953145653716456,2.0,1.72
Rybarikova M.,Cornet A.,2.2990383122559304,2.230770029468663,0.35743448302987596,0.35199432721542007,1.83,1.83
Jankovic J.,Makarova E.,2.5636038181345073,2.3771262743048784,0.38129045252450805,0.3818384046154578,1.83,1.83
Wozniacki C.,Niculescu M.,2.42566750320585,1.715470189431473,0.3950679070364875,0.4046514177743439,1.28,3.5
Radwanska A.,Lepchenko V.,3.365667362228455,1.882744562702171,0.3616811093755241,0.39029666083345127,1.13,5.5
Halep S.,Bartoli M.,2.8591232718583575,2.5759814844589415,0.385562057881068,0.39287660897391896,1.83,1.83
Li N.,Davis L.,3.3814560985056192,1.42590375166935,0.39440984377823846,0.4477341320218868,1.08,8.0
Azarenka V.,Rybarikova M.,3.877272449571833,2.3618831741492405,0.42041080449156026,0.35303837264647325,1.08,8.0
Vinci R.,Errani S.,2.9603614819015562,3.3345246965569286,0.34955593144170033,0.3784063709250443,2.5,1.5
Jankovic J.,Stephens S.,2.707152905326924,2.7600508778028265,0.36839877005340904,0.3774450449909218,2.1,1.66
Li N.,Kerber A.,3.3814560985056192,2.8144534167918605,0.39440984377823846,0.382946559598679,1.36,3.0
Radwanska A.,Vesnina E.,3.39462163257668,2.667393219471622,0.35909754364560875,0.4061930515702948,1.15,5.0
Wozniacki C.,Kvitova P.,2.478192028830545,2.8573581151597054,0.38933542053769704,0.3645937756173214,2.25,1.57
Halep S.,Stosur S.,2.9315813168468563,2.900351345597084,0.38026730374365497,0.35868685774325054,2.5,1.5
Williams S.,Barthel M.,4.9158120876920215,2.0763267167278916,0.4339857732393859,0.385548556995196,1.04,13.0
Li N.,Radwanska A.,3.4615049629630392,3.4360476228984935,0.3857844539531166,0.35582401722941287,,
Jankovic J.,Vinci R.,2.7841531049596195,3.039979459733753,0.36326435389240974,0.34542935894315524,2.2,1.66
Williams S.,Halep S.,4.9158120876920215,2.9315813168468563,0.4339857732393859,0.38026730374365497,1.06,10.0
Azarenka V.,Wozniacki C.,3.906700334451296,2.5742535831118376,0.417157751413672,0.38320291883750074,1.25,4.0
Williams S.,Li N.,4.9500946713724625,3.538439788406482,0.4301214313721857,0.3813382938396421,1.11,6.5
Azarenka V.,Jankovic J.,3.9451001736217535,2.864248618075725,0.41259295410816915,0.3594613330710075,1.15,5.0
Azarenka V.,Williams S.,3.9451001736217535,4.9500946713724625,0.41259295410816915,0.4301214313721857,3.75,1.28
Lisicki S.,Mladenovic K.,2.6607717111172198,1.3078198657077469,0.39458133447371213,0.42678114417354124,1.3,3.4
Halep S.,Hantuchova D.,2.9853690888394904,1.827838487583225,0.3734227067928915,0.3949679134035612,1.33,3.25
Pavlyuchenkova A.,Cirstea S.,2.074435408603629,2.4861142395004525,0.4288787712447851,0.3519808503398755,2.5,1.5
Suarez Navarro C.,Vinci R.,2.424098641522353,2.9693984951525056,0.3686928162630822,0.3422858706323076,2.5,1.5
Vesnina E.,Morita A.,2.6173539546204085,1.3134206902967864,0.40264250461850054,0.42476200393290153,1.5,2.5
Zakopalova K.,Cibulkova D.,2.192507296276068,2.5730969148834033,0.38998639508826505,0.3652130168367877,2.5,1.5
Goerges J.,Jovanovski B.,1.174570336733119,1.6393572088024313,0.4127816036098261,0.4418647663173279,1.53,2.37
Makarova E.,Wozniak A.,2.3207695648348095,1.60163132949249,0.3804978182471975,0.6511963837362509,1.12,6.0
Stephens S.,Schmiedlova A.,2.6830984512674263,1.0769172854467668,0.3739419477945447,0.8028219387607508,1.18,4.5
Knapp K.,Svitolina E.,1.6684813573759507,1.334819480219981,0.4272846179273485,0.47759398552988247,2.2,1.61
Puig M.,Hsieh S.W.,1.6928480793148393,1.3382217803275507,0.49711212084734485,0.4609625517421138,1.36,3.0
Riske A.,Voegele S.,1.647941231117076,1.5558355708734328,0.5196643279374239,0.4412108167714308,1.72,2.0
Wozniacki C.,Peng S.,2.5415184940639377,2.0088327053022623,0.38172858756391537,0.43917755337654446,1.13,5.5
Kvitova P.,Beck A.,2.7715732900150685,1.3189070498443847,0.3624080852375042,0.4321327872673234,1.2,4.33
Vesnina E.,Kerber A.,2.653427305988444,2.7618961375612163,0.39811668319637644,0.3815867073872507,2.75,1.4
Zakopalova K.,Puig M.,2.289736194372574,1.8048570068252594,0.3821423752130589,0.48261807780086075,1.66,2.1
Pavlyuchenkova A.,Lisicki S.,2.1953206254986304,2.69605166083839,0.4185530198926728,0.39274048228760405,2.75,1.4
Halep S.,Suarez Navarro C.,3.0200549369837377,2.5225032267353007,0.371470103688393,0.3633883515201162,1.36,3.0
Makarova E.,Errani S.,2.367430292372349,3.2474917145850313,0.3772964801452783,0.37540561738951866,2.37,1.53
Wozniacki C.,Knapp K.,2.5969489256920264,1.7479657187904947,0.37655521778121026,0.4197655197546504,1.15,5.0
Kvitova P.,Riske A.,2.799435718943536,1.7724881988436865,0.36000526289283513,0.5031645097222393,1.33,3.25
Stephens S.,Goerges J.,2.7086134487258775,1.28210936935573,0.3740577236233149,0.4044237954833097,1.22,4.0
Kvitova P.,Pavlyuchenkova A.,2.8379649118375676,2.3137475102238745,0.35701829144213226,0.40837278401964594,1.57,2.37
Halep S.,Makarova E.,3.0716357942698673,2.4827340144378005,0.3670829684609418,0.37022033577858504,1.61,2.29
Zakopalova K.,Vesnina E.,2.339931305816866,2.7420948709723643,0.37772578076006535,0.39183860689232564,2.37,1.57
Wozniacki C.,Stephens S.,2.6469806179415483,2.7379234458917185,0.37326246249283307,0.371055296829663,1.61,2.25
Kvitova P.,Zakopalova K.,2.8866188710853704,2.4326546200538526,0.3532628601862898,0.37114460091030027,1.5,2.62
Halep S.,Wozniacki C.,3.1229452588570874,2.7269667928386565,0.3643829032013993,0.3674987634935985,2.1,1.72
Halep S.,Kvitova P.,3.1229452588570874,2.941182312359332,0.3643829032013993,0.34969266537133953,1.8,2.0
Arvidsson S.,Cetkovska P.,1.1159891678196894,2.0828464610784305,0.47179012831083816,0.5351474690666768,2.25,1.57
Suarez Navarro C.,Davis L.,2.484560080437188,1.4181941723700981,0.36391008046832557,0.4531609460942804,1.33,3.25
Li N.,Govortsova O.,3.507682240597692,1.51023802728186,0.38466671136644837,0.47687112560434025,1.05,11.0
Mayr P.,Rybarikova M.,1.0018508048383006,2.3417076708554028,0.5660114184765708,0.3632805680555182,7.0,1.1
Robson L.,Dominguez Lino L.,1.8243837672826564,1.8072379331364268,0.42763428107768114,0.4214267075944752,1.5,2.5
Torro Flor M.T.,Erakovic M.,0.8159156275224332,1.8124890558173894,0.4817809271450472,0.4138992713277334,3.4,1.3
Vandeweghe C.,Krunic A.,1.0004446805229559,0.5414915442084532,0.5177215076728302,0.8251101211580486,1.44,2.62
Kanepi K.,King V.,2.826424311922472,1.1993506193041368,0.44175287153499526,0.5244887986290672,1.4,2.75
Radwanska A.,Soler Espinosa S.,3.3648374639317176,1.3495722123758658,0.36085678666519916,0.4438464273133444,1.01,21.0
Garcia C.,Rogers S.,0.4525561264209331,0.1291663688404638,0.556883998687766,1.02114441431266,2.2,1.61
Hampton J.,Arruabarrena-Vecino L.,2.4801573486348714,1.2898273971931373,0.3910645592148567,0.5458741670087206,1.07,9.0
Williams V.,Flipkens K.,2.5557557906677104,2.558451014714408,0.4889270997111057,0.3858816968436358,1.72,2.0
Lisicki S.,Dushevina V.,2.588211827172079,0.9705287970257392,0.3885985902050733,0.5781083655707759,1.22,4.0
Schmiedlova A.,Voegele S.,0.9590199365908944,1.457330568549499,0.7740668859814694,0.4373025828302357,2.25,1.57
Cirstea S.,Fichman S.,2.4090597061687573,0.03897316269943772,0.3534024662901097,0.8872606005097439,1.25,3.75
Pavlyuchenkova A.,Razzano V.,2.2472279454292887,2.0160930060106246,0.4044189675380374,0.47506043416729726,1.28,3.5
Shvedova Y.,Puchkova O.,1.7746564542152032,1.1836150419895461,0.47903169203577706,0.4798895306725623,1.53,2.37
Stephens S.,Minella M.,2.660495477728852,0.9497408036246408,0.36653777282715067,0.47266534814410355,1.05,11.0
Radwanska U.,Begu I.,2.1313512774241867,1.114968669764357,0.3874554596842037,0.4853240818892313,1.28,3.5
Ormaechea P.,Date Krumm K.,2.0893768112285747,0.9561292638418977,0.5888547750565503,0.5328873998864174,2.1,1.66
Barty A.,Cabeza-Candela E.,0.6201008980813537,1.148784402935491,0.8198750995101517,0.5141723210201643,1.57,2.25
Zheng J.,Bertens K.,1.6071460871227166,1.2983893053105922,0.4611983914318858,0.4276002398787335,1.57,2.25
Mladenovic K.,Medina Garrigues A.,1.2629797901356576,1.301145770932235,0.42833078707415617,0.45800123337070836,1.5,2.5
Nara K.,Cadantu A.,-0.7697106006819855,1.3435641656797916,0.8796253172799771,0.42105218269033196,1.44,2.62
Kleybanova A.,Puig M.,1.7639895486864745,1.7061749741875059,0.7198431454562276,0.47498651935380987,2.37,1.53
Makarova E.,Hercog P.,2.436731741886545,1.7837301956808074,0.36897965991932696,0.5047503732890034,1.18,4.5
Voskoboeva G.,Niculescu M.,1.427579618986488,1.6762104675559535,0.47712502695490006,0.41126798572520573,2.25,1.57
Bouchard E.,Pliskova Ka.,2.1504053608780715,0.8925869997297025,0.4496211622907123,0.49414259256279947,1.28,3.5
Mattek-Sands B.,Johansson M.,2.1105805451869095,1.10093053024427,0.4324116841978136,0.4601642222067917,1.15,5.0
Jankovic J.,Keys M.,2.834100223278776,1.9678034450092592,0.36585574560279444,0.42778573147482973,1.4,2.75
Kerber A.,Hradecka L.,2.6900903573128367,1.3176737311373588,0.3809245550607786,0.4935006113529802,1.08,8.0
Williams S.,Schiavone F.,4.853379378235346,2.120124387541678,0.415916993011164,0.4041958937084333,1.02,19.0
Vinci R.,Babos T.,2.888735145174741,0.9808322619675071,0.34579589152118445,0.5017627792007054,1.11,6.5
Giorgi C.,Cepelova J.,1.2509483007949023,1.0383855382351153,0.5358883155705959,0.49064127159870496,1.53,2.37
Hsieh S.W.,Zakopalova K.,1.2556288434091782,2.3647542957625127,0.45808767645040277,0.36927874790315884,3.5,1.28
Kirilenko M.,Wickmayer Y.,2.5357274039454407,1.5354861738909038,0.41008697451195325,0.3993699352313075,1.25,3.75
Safarova L.,Tsurenko L.,1.7699473053570067,1.1537335735227356,0.4211394415353763,0.4626523635905774,1.5,2.5
Ivanovic A.,Tatishvili A.,2.711176379392303,0.5317812716046814,0.38868121044686493,0.484625713081489,1.14,5.5
Larcherde Brito M.,Daniilidou E.,1.037028904459836,0.336300451384098,0.5859956135559385,0.5817932439759035,1.36,3.0
Vesnina E.,Beck A.,2.646534049232316,1.2853907975818768,0.38760362041709995,0.43396477773911535,1.36,3.0
Jovanovski B.,Petkovic A.,1.5160810870927064,2.4311468973555592,0.4371288534722441,0.4214732335279546,5.5,1.14
Kvitova P.,Doi M.,2.882934245889361,0.9484978769753947,0.34680675208478995,0.5376598122077452,1.07,9.0
Dulgheru A.,Lepchenko V.,0.7410283714548677,1.8433007776220587,0.616882429655882,0.40019994432038875,3.5,1.28
Mchale C.,Goerges J.,1.2236570994105567,1.2387529534824828,0.4730223506565875,0.40423971200192416,2.1,1.66
Cornet A.,Koehler M.J.,2.1601681908417913,-0.2206727980102371,0.3617965583323359,0.7373056050197283,1.14,5.0
Tomljanovic A.,Dellacqua C.,0.8328431280726997,0.6309132240519618,0.6229307228772011,0.6223059664514555,1.72,2.0
Wozniacki C.,Duan Y.Y.,2.666592997525184,1.0467711083386755,0.3645922623586755,0.953096748942661,1.04,10.0
Knapp K.,Min G.,1.6873936529843798,-0.3574864761281984,0.4184560411625084,0.9075847784337177,1.66,2.1
Pennetta F.,Gibbs N.,1.903935062958052,1.0466255228282828,0.39535823762613526,0.891560704513153,1.57,2.25
Glushko J.,Petrova N.,-1.6837733282014884,2.0526243249923386,1.7502111597593268,0.47616959368036493,2.1,1.66
Hantuchova D.,Sanchez M.,1.806472524329909,1.0762018072251833,0.39871288912451064,0.7669814978750294,1.22,4.0
Vickery S.,Lucic M.,0.0,1.356264844920714,2.5,0.4911877877446913,4.0,1.22
Svitolina E.,Cibulkova D.,1.2230436621022034,2.4803549143359023,0.47153465111530596,0.3673692953011501,3.25,1.33
Errani S.,Rogowska O.,3.1337166847410955,-0.35501260496455933,0.37310696375878866,0.8144270332052694,1.07,7.5
Scheepers C.,Simmonds C.,1.4109288053413174,-1.3512151929235432,0.413507372954251,1.9586775805410614,1.36,3.0
Barthel M.,Larsson J.,2.0639517977443416,1.828595428372406,0.3963586105243979,0.4374350694897348,1.18,4.5
Vekic D.,Duque Marino M.,1.9114495912172957,0.7591888377671558,0.506839180310435,0.5898744377638869,1.36,3.0
Duval V.,Stosur S.,1.3759874159433056,2.861515923207205,0.9422383389319756,0.36571463586891656,8.0,1.08
Riske A.,Pironkova T.,1.689922962401111,1.4304266659667395,0.49610751369964834,0.4428335981624706,1.44,2.62
Wozniak A.,Dolonc V.,1.4752756370895022,1.1175830968567693,0.6292241586560005,0.5831877309905676,1.4,2.75
Kuznetsova S.,Burdette M.,2.3964289290484464,1.6260869795045068,0.43194685098575386,0.5520543369277581,1.4,2.75
Halep S.,Watson H.,3.237176060727482,1.4257385003461944,0.35787286639731664,0.48061859526401357,1.07,7.5
Peng S.,Meusburger Y.,1.943291028219346,2.2494961535398037,0.43686942222968494,0.5522080245713433,1.33,3.25
Azarenka V.,Pfizenmaier D.,4.13259405558429,1.2848292427086916,0.409660360073488,0.6335771348308352,1.02,17.0
Radwanska A.,Torro Flor M.T.,3.368651703230868,1.04373685547399,0.3611366874555735,0.46053674175005765,1.01,21.0
Suarez Navarro C.,Vandeweghe C.,2.499422379101722,1.0913387985982967,0.3615665417193356,0.5045206571035719,1.25,3.75
Pavlyuchenkova A.,Barty A.,2.319060407033663,0.9854958824905202,0.3979417353261119,0.738124613582963,1.18,4.5
Li N.,Arvidsson S.,3.5251344038877974,1.2941478346907542,0.3842082914177553,0.4556951822431295,1.04,13.0
Zheng J.,Williams V.,1.6984409129370968,2.6671661254847976,0.45100924224030314,0.4757595551257472,3.25,1.33
Robson L.,Garcia C.,1.920019493115354,0.5880727499444693,0.4193750513020402,0.5421103834649036,1.4,2.75
Hampton J.,Mladenovic K.,2.5234389976213736,1.3551867799658952,0.3887209909708087,0.41942050032894534,1.3,3.4
Stephens S.,Radwanska U.,2.6830717628328276,2.167299841019991,0.36668026715970664,0.3851986284948237,1.5,2.5
Kerber A.,Bouchard E.,2.7195719298061767,2.217574910909279,0.3785775189851027,0.44444254557728,1.33,3.25
Kanepi K.,Schmiedlova A.,2.8576755215366636,1.312435489081979,0.43849489380974915,0.6997409261579718,1.25,3.75
Mchale C.,Svitolina E.,1.3355985353903863,1.4238504666318763,0.45899992965199193,0.4548969976908997,2.5,1.5
Kuznetsova S.,Peng S.,2.4563297070569727,2.064269724740812,0.42521168299540985,0.42698832173279894,1.53,2.37
Makarova E.,Mattek-Sands B.,2.4849995071751163,2.1587055541106914,0.36693544472956924,0.4275563277313828,1.4,2.75
Nara K.,Cirstea S.,-0.0037526157425055227,2.4280592628425626,0.7557479514849196,0.35546769521415833,3.5,1.28
Lisicki S.,Ormaechea P.,2.6244657544876238,2.169510226522171,0.38782369174889647,0.5734965768135497,1.11,6.5
Vinci R.,Safarova L.,2.8940163846882276,1.8278314962229003,0.34610108644257936,0.4146385198386872,1.36,3.0
Shvedova Y.,Mayr P.,1.853575011686716,1.2874400293056212,0.46968737465044635,0.5380689697907526,1.18,4.5
Jankovic J.,Kleybanova A.,2.8700885830291187,2.0297945204540815,0.3633376345811515,0.6738871738431762,1.22,4.0
Pennetta F.,Errani S.,1.9395777906754361,3.131471926505551,0.3915844728894665,0.3748916485572468,3.25,1.33
Cornet A.,Tomljanovic A.,2.171833879018822,0.9986307761359107,0.3619671149991711,0.5949462259029568,1.33,3.25
Knapp K.,Vesnina E.,1.7124872073459096,2.6651150820194425,0.41579902949176545,0.3850792514353016,3.5,1.28
Williams S.,Voskoboeva G.,4.862130534140369,1.5414418309404192,0.41618481095868665,0.4641876559990946,1.01,23.0
Ivanovic A.,Dulgheru A.,2.725086595823224,1.0486154710809106,0.38792489627044696,0.5756894590993323,1.1,7.0
Halep S.,Vekic D.,3.251468835775044,1.9832985934569944,0.35750912039915494,0.4978736589233661,1.16,5.0
Kvitova P.,Jovanovski B.,2.896241351219677,1.6628076433561068,0.347034515839333,0.42465207275165423,1.2,4.33
Riske A.,Barthel M.,1.7998319795459439,2.1334962928006678,0.4830409868285389,0.3900345300327811,2.37,1.53
Glushko J.,Vickery S.,0.6569953111867,2.388340154559265,0.9872630183539082,1.7074447110364073,1.36,3.0
Kirilenko M.,Larcherde Brito M.,2.5818162924610335,1.1568059538902986,0.40575533833607663,0.5644978848818739,1.14,5.5
Azarenka V.,Wozniak A.,4.1411170971735025,1.6348474149531695,0.40882429879558796,0.6016735873606363,1.03,15.0
Giorgi C.,Hsieh S.W.,1.3782441436771513,1.4258269628390694,0.5175913212920571,0.4415179853760494,1.66,2.1
Wozniacki C.,Scheepers C.,2.704940682471732,1.421184154526793,0.36484849588771984,0.41453419994604823,1.14,5.5
Hantuchova D.,Duval V.,1.8503694237121615,2.0872008924839354,0.39541497996372776,0.8186527097001063,1.33,3.25
Radwanska A.,Pavlyuchenkova A.,3.375939338244143,2.3518442586721826,0.361730000681932,0.3955350279457849,1.18,4.5
Li N.,Robson L.,3.5324583941882683,1.9568374343111714,0.3832861716542046,0.4154278112001413,1.2,4.33
Makarova E.,Lisicki S.,2.5393183263317605,2.6830454288251135,0.3625341216015058,0.3827675428205229,2.0,1.72
Jankovic J.,Nara K.,2.909878745110426,0.6539531494778513,0.3598542850771069,0.675123191218491,1.2,4.5
Stephens S.,Hampton J.,2.730990742240683,2.5555522418207133,0.3624556903042494,0.3845878493271259,1.53,2.37
Kerber A.,Kanepi K.,2.7676841729045263,2.899086228723379,0.3733794322839531,0.43376599517363357,1.61,2.2
Suarez Navarro C.,Zheng J.,2.529114143601968,1.8531097978407394,0.36035618394014135,0.43833663061911254,1.36,3.0
