date,bankroll,bet_size,profit,bet_on,odds_taken,predicted_prob,daily_return
2013-04-02,7.525836366804714e-277,8.129761507350772e-278,1.9511427617641852e-277,Lucic M.,3.4,0.5,0.3500000000000001
2013-04-02,6.328544217540327e-277,1.1972921492643864e-277,-1.1972921492643864e-277,Cadantu A.,3.75,0.5,-0.15909090909090917
2013-04-02,5.321730364749821e-277,1.0068138527905066e-277,-1.0068138527905066e-277,Putintseva Y.,3.75,0.5,-0.15909090909090906
2013-04-02,5.099991599551912e-277,2.2173876519790937e-278,-2.2173876519790937e-278,Cabeza-Candela E.,2.2,0.5,-0.04166666666666674
2013-04-02,6.37498949943989e-277,6.37498949943989e-278,1.274997899887978e-277,Voegele S.,3.0,0.5,0.25
2013-04-02,4.869783645405471e-277,1.5052058540344184e-277,-1.5052058540344184e-277,Giorgi C.,19.0,0.5,-0.23611111111111116
2013-04-02,4.058153037837893e-277,8.116306075675785e-278,-8.116306075675785e-278,Johansson M.,4.0,0.5,-0.16666666666666663
2013-04-02,8.116306075675786e-277,8.116306075675787e-278,4.0581530378378936e-277,Pegula J.,6.0,0.5,1.0
2013-04-03,1.0145382594594734e-276,1.0145382594594733e-277,2.0290765189189465e-277,Mattek-Sands B.,3.0,0.5,0.2500000000000002
2013-04-03,8.877209770270392e-277,1.2681728243243417e-277,-1.2681728243243417e-277,Govortsova O.,3.0,0.5,-0.125
2013-04-03,7.926080152027136e-277,9.511296182432563e-278,-9.511296182432563e-278,Min G.,2.75,0.5,-0.1071428571428571
2013-04-03,1.1889120228040703e-276,1.3210133586711892e-277,3.9630400760135675e-277,Burdette M.,4.0,0.5,0.5
2013-04-03,9.90760019003392e-277,1.9815200380067837e-277,-1.9815200380067837e-277,Soler Espinosa S.,4.0,0.5,-0.16666666666666663
2013-04-03,8.846071598244572e-277,1.0615285917893485e-277,-1.0615285917893485e-277,Erakovic M.,2.75,0.5,-0.1071428571428571
2013-04-03,7.371726331870476e-277,1.4743452663740952e-277,-1.4743452663740952e-277,King V.,4.0,0.5,-0.16666666666666674
2013-04-03,6.296682908472698e-277,1.0750434233977778e-277,-1.0750434233977778e-277,Lucic M.,3.4,0.5,-0.14583333333333337
2013-04-03,5.116054863134068e-277,1.180628045338631e-277,-1.180628045338631e-277,Garcia C.,5.0,0.5,-0.1875
2013-04-04,4.3486466336639574e-277,7.6740822947011e-278,-7.6740822947011e-278,Puig M.,3.5,0.5,-0.15000000000000002
2013-04-04,3.7446679345439635e-277,6.039786991199941e-278,-6.039786991199941e-278,Petkovic A.,3.25,0.5,-0.13888888888888884
2013-04-04,3.1829677443623693e-277,5.617001901815945e-278,-5.617001901815945e-278,Pegula J.,3.5,0.5,-0.1499999999999999
2013-04-05,3.262541937971429e-277,7.234017600823571e-279,7.95741936090593e-279,Voegele S.,2.1,0.5,0.025000000000000133
2013-04-05,5.70944839145e-277,6.117266133696429e-278,2.4469064534785717e-277,Bouchard E.,5.0,0.5,0.7499999999999998
2013-04-05,5.4239759718775e-277,2.8547241957250003e-278,-2.8547241957250003e-278,Lepchenko V.,2.25,0.5,-0.050000000000000044
2013-04-05,5.559575371174437e-277,1.2327218117903419e-278,1.3559939929693761e-278,Keys M.,2.1,0.5,0.02499999999999991
2013-04-05,4.256549893555429e-277,1.3030254776190087e-277,-1.3030254776190087e-277,Burdette M.,17.0,0.5,-0.234375
2013-04-05,4.0437223988776577e-277,2.1282749467777145e-278,-2.1282749467777145e-278,Keys M.,2.25,0.5,-0.04999999999999993
2013-04-05,3.5382570990179505e-277,5.054652998597072e-278,-5.054652998597072e-278,Bouchard E.,3.0,0.5,-0.125
2013-04-05,2.7800591492283896e-277,7.581979497895608e-278,-7.581979497895608e-278,Safarova L.,8.0,0.5,-0.2142857142857143
2013-04-06,4.170088723842584e-277,4.6334319153806494e-278,1.3900295746141948e-277,Voegele S.,4.0,0.5,0.5
2013-04-06,3.3013202397087124e-277,8.687684841338718e-278,-8.687684841338718e-278,Williams V.,7.0,0.5,-0.20833333333333337
2013-04-06,2.947607356882779e-277,3.5371288282593346e-278,-3.5371288282593346e-278,Voegele S.,2.75,0.5,-0.1071428571428571
2013-04-07,2.284395701584154e-277,6.632116552986253e-278,-6.632116552986253e-278,Jankovic J.,11.0,0.5,-0.22499999999999998
2013-04-01,1.8764678977298406e-277,4.079278038543132e-278,-4.079278038543132e-278,Sanchez M.,4.5,0.5,-0.1785714285714286
2013-04-01,1.5637232481082006e-277,3.127446496216401e-278,-3.127446496216401e-278,Daniilidou E.,4.0,0.5,-0.16666666666666663
2013-04-01,1.4141077521472308e-277,1.4961549596096982e-278,-1.4961549596096982e-278,Date Krumm K.,2.62,0.5,-0.095679012345679
2013-04-01,1.1110846624013956e-277,3.030230897458352e-278,-3.030230897458352e-278,Sanchez A.S.,8.0,0.5,-0.2142857142857143
2013-04-02,9.343211933829917e-278,1.7676346901840385e-278,-1.7676346901840385e-278,Savinykh V.,3.75,0.5,-0.15909090909090906
2013-04-02,8.045543609686873e-278,1.2976683241430442e-278,-1.2976683241430442e-278,Cepelova J.,3.25,0.5,-0.13888888888888895
2013-04-02,6.537004182870584e-278,1.5085394268162885e-278,-1.5085394268162885e-278,Cohen J.,5.0,0.5,-0.1875
2013-04-02,6.210153973727055e-278,3.2685020914352924e-279,-3.2685020914352924e-279,Puchkova O.,2.25,0.5,-0.050000000000000044
2013-04-02,8.383707864531524e-278,9.056474545018622e-279,2.1735538908044694e-278,Jaksic J.,3.4,0.5,0.3500000000000001
2013-04-02,7.964522471304948e-278,4.191853932265762e-279,-4.191853932265762e-279,Gavrilova D.,2.25,0.5,-0.04999999999999993
2013-04-02,6.542286315714778e-278,1.4222361555901695e-278,-1.4222361555901695e-278,Birnerova E.,4.5,0.5,-0.17857142857142871
2013-04-02,5.374020902194282e-278,1.1682654135204961e-278,-1.1682654135204961e-278,Bratchikova N.,4.5,0.5,-0.1785714285714286
2013-04-02,1.3435052255485705e-277,1.1515759076130603e-278,8.061031353291423e-278,Vandeweghe C.,8.0,0.5,1.5
2013-04-03,1.0210639714169135e-277,3.224412541316569e-278,-3.224412541316569e-278,Hermoso X.,26.0,0.5,-0.24
2013-04-03,7.941608666575994e-278,2.269031047593141e-278,-2.269031047593141e-278,Sirotkina M.,10.0,0.5,-0.2222222222222222
2013-04-03,6.121656680485662e-278,1.819951986090332e-278,-1.819951986090332e-278,Crawford S.,13.0,0.5,-0.22916666666666663
2013-04-03,5.0285037018275084e-278,1.0931529786581541e-278,-1.0931529786581541e-278,Mrdeza T.,4.5,0.5,-0.1785714285714286
2013-04-03,4.39994073909907e-278,6.2856296272843855e-279,-6.2856296272843855e-279,Voskoboeva G.,3.0,0.5,-0.125
2013-04-03,4.033279010840814e-278,3.666617282582558e-279,-3.666617282582558e-279,Vekic D.,2.5,0.5,-0.08333333333333337
2013-04-04,3.6971724266040797e-278,3.361065842367345e-279,-3.361065842367345e-279,Wickmayer Y.,2.5,0.5,-0.08333333333333326
2013-04-04,1.0167224173161219e-277,8.087564683196424e-279,6.470051746557139e-278,Babos T.,9.0,0.5,1.75
2013-04-04,9.480751008185005e-278,6.864731649762138e-279,-6.864731649762138e-279,Vandeweghe C.,2.37,0.5,-0.06751824817518248
2013-04-05,7.347582031343379e-278,2.133168976841626e-278,-2.133168976841626e-278,Jaksic J.,11.0,0.5,-0.22499999999999998
2013-04-05,5.740298461987015e-278,1.607283569356364e-278,-1.607283569356364e-278,Kudryavtseva A.,9.0,0.5,-0.21875
2013-04-05,4.8270691612163536e-278,9.132293007706615e-279,-9.132293007706615e-279,Babos T.,3.75,0.5,-0.15909090909090906
2013-04-06,4.4248133977816576e-278,4.022557634346961e-279,-4.022557634346961e-279,Morita A.,2.5,0.5,-0.08333333333333326
2013-04-06,3.87171172305895e-278,5.531016747227072e-279,-5.531016747227072e-279,Davis L.,3.0,0.5,-0.125
2013-04-06,3.45688546701692e-278,4.148262560420304e-279,-4.148262560420304e-279,Radwanska U.,2.75,0.5,-0.1071428571428572
2013-04-07,4.2087580560930996e-278,4.0207090324929415e-279,7.5187258907618e-279,Pavlyuchenkova A.,2.87,0.5,0.2174999999999998
2013-04-08,4.598068176281711e-278,2.8416797094059253e-279,3.893101201886118e-279,Martic P.,2.37,0.5,0.09250000000000003
2013-04-08,3.7039993642269343e-278,8.940688120547771e-279,-8.940688120547771e-279,Pliskova Kr.,5.5,0.5,-0.19444444444444442
2013-04-08,3.042570906329267e-278,6.614284578976669e-279,-6.614284578976669e-279,Domachowska M.,4.5,0.5,-0.17857142857142871
2013-04-09,2.7890233308018283e-278,2.535475755274389e-279,-2.535475755274389e-279,Arruabarrena-Vecino L.,2.5,0.5,-0.08333333333333326
2013-04-09,4.413629420993893e-278,4.8786969675437384e-279,1.624606090192065e-278,Schmiedlova A.,4.33,0.5,0.5824999999999998
2013-04-09,3.800625334744741e-278,6.1300408624915185e-279,-6.1300408624915185e-279,Johansson M.,3.25,0.5,-0.13888888888888884
2013-04-09,3.89564096811336e-278,8.637784851692601e-280,9.501563336861863e-280,Peer S.,2.1,0.5,0.025000000000000133
2013-04-09,4.2559877576638455e-278,2.6302685368648604e-279,3.603467895504859e-279,Camerin M.E.,2.37,0.5,0.09250000000000003
2013-04-09,3.4579900531018745e-278,7.97997704561971e-279,-7.97997704561971e-279,Zaniewska S.,5.0,0.5,-0.1875
2013-04-09,7.780477619479218e-278,7.204145943962239e-279,4.3224875663773435e-278,Craybas J.,7.0,0.5,1.25
2013-04-10,1.1670716429218828e-277,1.296746269913203e-278,3.890238809739609e-278,Cadantu A.,4.0,0.5,0.5
2013-04-10,9.239317173131572e-278,2.431399256087256e-278,-2.431399256087256e-278,Doi M.,7.0,0.5,-0.20833333333333326
2013-04-10,7.314459428729162e-278,1.924857744402411e-278,-1.924857744402411e-278,Hlavackova A.,7.0,0.5,-0.20833333333333326
2013-04-10,7.497320914447391e-278,1.6623771428929925e-279,1.828614857182292e-279,Martic P.,2.1,0.5,0.025000000000000133
2013-04-10,1.4057476714588857e-277,1.457812400031437e-278,6.560155800141467e-278,Camerin M.E.,5.5,0.5,0.8749999999999998
2013-04-10,1.5357793310688327e-277,9.491362015324595e-279,1.3003165960994697e-278,Beck A.,2.37,0.5,0.09250000000000003
2013-04-10,1.919724163836041e-277,1.919724163836041e-278,3.839448327672082e-278,Pliskova Ka.,3.0,0.5,0.25
2013-04-11,1.7597471501830374e-277,1.599770136530034e-278,-1.599770136530034e-278,Bertens K.,2.5,0.5,-0.08333333333333337
2013-04-11,1.8477345076921894e-277,7.332279792429328e-279,8.798735750915195e-279,Cadantu A.,2.2,0.5,0.050000000000000044
2013-04-11,1.6937566320511737e-277,1.5397787564101577e-278,-1.5397787564101577e-278,Craybas J.,2.5,0.5,-0.08333333333333337
2013-04-11,1.3308087823259221e-277,3.629478497252515e-278,-3.629478497252515e-278,Minella M.,8.0,0.5,-0.2142857142857143
2013-04-12,1.2034783124120221e-277,1.2733046991389997e-278,-1.2733046991389997e-278,Pliskova Ka.,2.62,0.5,-0.095679012345679
2013-04-12,1.074534207510734e-277,1.2894410490128808e-278,-1.2894410490128808e-278,Camerin M.E.,2.75,0.5,-0.1071428571428572
2013-04-12,8.954451729256117e-278,1.7908903458512233e-278,-1.7908903458512233e-278,Martic P.,4.0,0.5,-0.16666666666666674
2013-04-12,8.208247418484773e-278,7.46204310771343e-279,-7.46204310771343e-279,Peer S.,2.5,0.5,-0.08333333333333337
2013-04-13,6.840206182070645e-278,1.3680412364141288e-278,-1.3680412364141288e-278,Beck A.,4.0,0.5,-0.16666666666666663
2013-04-13,5.415163227472594e-278,1.4250429545980512e-278,-1.4250429545980512e-278,Cadantu A.,7.0,0.5,-0.20833333333333337
2013-04-14,6.092058630906668e-278,4.5126360228938276e-279,6.768954034340741e-279,Vinci R.,2.5,0.5,0.125
2013-04-22,5.2036334138994455e-278,8.884252170072224e-279,-8.884252170072224e-279,Rus A.,3.4,0.5,-0.14583333333333326
2013-04-22,7.154995944111738e-278,7.805450120849168e-279,1.951362530212292e-278,Scheepers C.,3.5,0.5,0.375
2013-04-23,6.26062145109777e-278,8.943744930139672e-279,-8.943744930139672e-279,Babos T.,3.0,0.5,-0.125
2013-04-23,7.231017776017924e-278,5.990100771112065e-279,9.703963249201546e-279,Pironkova T.,2.62,0.5,0.15500000000000003
2013-04-23,5.5136510542136673e-278,1.7173667218042568e-278,-1.7173667218042568e-278,Qostal L.,21.0,0.5,-0.23749999999999993
2013-04-23,4.529070508818369e-278,9.845805453952978e-279,-9.845805453952978e-279,Honcova M.,4.5,0.5,-0.1785714285714286
2013-04-23,3.4534162629740064e-278,1.0756542458443627e-278,-1.0756542458443627e-278,El Allami Zhara F.,21.0,0.5,-0.23750000000000004
2013-04-23,3.669254779409882e-278,1.7267081314870033e-279,2.158385164358754e-279,Mladenovic K.,2.25,0.5,0.0625
2013-04-23,3.0140307116581173e-278,6.552240677517646e-279,-6.552240677517646e-279,Doi M.,4.5,0.5,-0.1785714285714286
2013-04-23,3.4812054719651254e-278,2.8837948167099272e-279,4.671747603070082e-279,Minella M.,2.62,0.5,0.15500000000000003
2013-04-23,2.901004559970938e-278,5.802009119941875e-279,-5.802009119941875e-279,Bratchikova N.,4.0,0.5,-0.16666666666666674
2013-04-23,2.6592541799733596e-278,2.4175037999757814e-279,-2.4175037999757814e-279,Medina Garrigues A.,2.5,0.5,-0.08333333333333337
2013-04-24,3.656474497463369e-278,3.988881269960039e-279,9.972203174900097e-279,Puchkova O.,3.5,0.5,0.375
2013-04-24,3.7478863598999535e-278,8.310169312416755e-280,9.141186243658431e-280,Putintseva Y.,2.1,0.5,0.02499999999999991
2013-04-24,3.2273465876916265e-278,5.205397722083269e-279,-5.205397722083269e-279,Czink M.,3.25,0.5,-0.13888888888888895
2013-04-24,3.429055749422353e-278,1.6136732938458134e-279,2.0170916173072665e-279,Scheepers C.,2.25,0.5,0.0625
2013-04-25,6.429479530166912e-278,6.667608401654576e-279,3.000423780744559e-278,Minella M.,5.5,0.5,0.875
2013-04-25,5.740606723363314e-278,6.888728068035977e-279,-6.888728068035977e-279,Pironkova T.,2.75,0.5,-0.1071428571428572
2013-04-25,5.61013838874142e-278,1.304683346218936e-279,-1.304683346218936e-279,Putintseva Y.,2.1,0.5,-0.022727272727272818
2013-04-25,4.8309525014162225e-278,7.791858873251972e-279,-7.791858873251972e-279,Puchkova O.,3.25,0.5,-0.13888888888888895
2013-04-25,4.5894048763454116e-278,2.4154762507081113e-279,-2.4154762507081113e-279,Pennetta F.,2.25,0.5,-0.04999999999999993
2013-04-25,4.876242681117e-278,2.294702438172706e-279,2.8683780477158826e-279,Schiavone F.,2.25,0.5,0.0625
2013-04-26,5.790538183826437e-278,5.224545729768214e-279,9.142955027094375e-279,Dominguez Lino L.,2.75,0.5,0.1875
2013-04-26,8.323898639250502e-278,9.212219837905694e-279,2.5333604554240658e-278,Minella M.,3.75,0.5,0.4374999999999998
2013-04-26,7.977069529281731e-278,3.468291099687712e-279,-3.468291099687712e-279,Mladenovic K.,2.2,0.5,-0.04166666666666663
2013-04-26,7.438471769093001e-278,5.385977601887302e-279,-5.385977601887302e-279,Cornet A.,2.37,0.5,-0.06751824817518248
2013-04-27,7.128535445380792e-278,3.0993632371220862e-279,-3.0993632371220862e-279,Scheepers C.,2.2,0.5,-0.04166666666666674
2013-04-27,6.364763790518565e-278,7.637716548622277e-279,-7.637716548622277e-279,Minella M.,2.75,0.5,-0.1071428571428571
2013-04-28,5.682824812963005e-278,6.8193897755556055e-279,-6.8193897755556055e-279,Dominguez Lino L.,2.75,0.5,-0.1071428571428571
2013-04-23,6.748354465393568e-278,6.088740871031791e-279,1.0655296524305634e-278,Lucic M.,2.75,0.5,0.1875
2013-04-23,5.5432911680018596e-278,1.2050632973917086e-278,-1.2050632973917086e-278,Pfizenmaier D.,4.5,0.5,-0.1785714285714286
2013-04-23,4.949367114287375e-278,5.939240537144849e-279,-5.939240537144849e-279,Petkovic A.,2.75,0.5,-0.1071428571428571
2013-04-23,4.261955015080795e-278,6.874120992065799e-279,-6.874120992065799e-279,Burnett N.,3.25,0.5,-0.13888888888888895
2013-04-24,5.3274437688509935e-278,5.3274437688509935e-279,1.0654887537701987e-278,Suarez Navarro C.,3.0,0.5,0.25
2013-04-24,6.153197553022897e-278,5.09724558130805e-279,8.257537841719041e-279,Safarova L.,2.62,0.5,0.15500000000000003
2013-04-24,9.229796329534346e-278,1.0255329255038161e-278,3.0765987765114487e-278,Shvedova Y.,4.0,0.5,0.5
2013-04-24,7.499209517746656e-278,1.73058681178769e-278,-1.73058681178769e-278,Beck A.,5.0,0.5,-0.1875
2013-04-24,7.874169993633989e-278,3.1246706323944424e-279,3.749604758873331e-279,Goerges J.,2.2,0.5,0.050000000000000044
2013-04-24,7.695211584687761e-278,1.7895840894622716e-279,-1.7895840894622716e-279,Wickmayer Y.,2.1,0.5,-0.022727272727272818
2013-04-25,6.046237673683242e-278,1.64897391100452e-278,-1.64897391100452e-278,Lucic M.,8.0,0.5,-0.2142857142857142
2013-04-25,6.802017382893646e-278,5.038531394736034e-279,7.557797092104052e-279,Shvedova Y.,2.5,0.5,0.125
2013-04-25,6.461916513748964e-278,3.4010086914468232e-279,-3.4010086914468232e-279,Pavlyuchenkova A.,2.25,0.5,-0.050000000000000044
2013-04-25,5.84364672385323e-278,6.1826978989573425e-279,-6.1826978989573425e-279,Goerges J.,2.62,0.5,-0.095679012345679
2013-04-25,5.2175417177260984e-278,6.261050061271318e-279,-6.261050061271318e-279,Petrova N.,2.75,0.5,-0.1071428571428571
2013-04-25,4.1305538598664946e-278,1.0869878578596038e-278,-1.0869878578596038e-278,Safarova L.,7.0,0.5,-0.20833333333333337
2013-04-25,4.9050327085914627e-278,4.42559342128553e-279,7.744788487249678e-279,Lisicki S.,2.75,0.5,0.1875
2013-04-25,7.050984518600227e-278,7.8034611273046e-279,2.145951810008765e-278,Mattek-Sands B.,3.75,0.5,0.4375
2013-04-26,6.022715942971028e-278,1.0282685756291999e-278,-1.0282685756291999e-278,Shvedova Y.,3.4,0.5,-0.14583333333333337
2013-04-26,5.0189299524758565e-278,1.0037859904951712e-278,-1.0037859904951712e-278,Ivanovic A.,4.0,0.5,-0.16666666666666663
2013-04-26,5.483180973079873e-278,3.3886935810512177e-279,4.642510206040169e-279,Mattek-Sands B.,2.37,0.5,0.09250000000000003
2013-04-26,4.895697297392744e-278,5.8748367568712925e-279,-5.8748367568712925e-279,Kvitova P.,2.75,0.5,-0.1071428571428571
2013-04-27,4.1168363637166254e-278,7.788609336761184e-279,-7.788609336761184e-279,Kerber A.,3.75,0.5,-0.15909090909090906
2013-04-27,3.381687013052942e-278,7.351493506636832e-279,-7.351493506636832e-279,Mattek-Sands B.,4.5,0.5,-0.1785714285714286
2013-04-29,2.843691351885429e-278,5.379956611675135e-279,-5.379956611675135e-279,Koehler M.J.,3.75,0.5,-0.15909090909090906
2013-04-29,2.606717072561643e-278,2.369742793237857e-279,-2.369742793237857e-279,Lepchenko V.,2.5,0.5,-0.08333333333333337
2013-04-29,2.1507372843432774e-278,4.559797882183655e-279,-4.559797882183655e-279,Tatishvili A.,4.33,0.5,-0.17492492492492495
2013-04-29,1.7922810702860643e-278,3.584562140572129e-279,-3.584562140572129e-279,Erakovic M.,4.0,0.5,-0.16666666666666674
2013-04-30,1.9580670692875253e-278,1.210116781032562e-279,1.65785999001461e-279,Peng S.,2.37,0.5,0.09250000000000003
2013-04-30,1.7707211459914967e-278,1.8734592329602868e-279,-1.8734592329602868e-279,Arvidsson S.,2.62,0.5,-0.095679012345679
2013-04-30,1.454520941350158e-278,3.162002046413387e-279,-3.162002046413387e-279,Paszek T.,4.5,0.5,-0.1785714285714286
2013-04-30,1.2986794119197839e-278,1.5584152943037406e-279,-1.5584152943037406e-279,Peer S.,2.75,0.5,-0.1071428571428571
2013-04-30,1.3636133825157731e-278,5.411164216332437e-280,6.493397059598926e-280,Oprandi R.,2.2,0.5,0.050000000000000044
2013-04-30,1.1363444854298109e-278,2.2726889708596216e-279,-2.2726889708596216e-279,Mladenovic K.,4.0,0.5,-0.16666666666666674
2013-04-30,1.0145932905623311e-278,1.2175119486747973e-279,-1.2175119486747973e-279,Rezai A.,2.75,0.5,-0.1071428571428572
2013-04-30,8.877691292420397e-279,1.2682416132029139e-279,-1.2682416132029139e-279,Dominguez Lino L.,3.0,0.5,-0.125
2013-04-30,1.0542258409749222e-278,9.511812099021855e-280,1.6645671173288245e-279,Puig M.,2.75,0.5,0.1875
2013-04-30,1.25189318615772e-278,1.1295276867588453e-279,1.9766734518279793e-279,Radwanska U.,2.75,0.5,0.1875
2013-05-01,1.189298526849834e-278,6.259465930788601e-280,-6.259465930788601e-280,Cirstea S.,2.25,0.5,-0.050000000000000044
2013-05-01,1.000091943032815e-278,1.8920658381701903e-279,-1.8920658381701903e-279,Wickmayer Y.,3.75,0.5,-0.15909090909090906
2013-05-01,8.500781515778927e-279,1.5001379145492224e-279,-1.5001379145492224e-279,Voskoboeva G.,3.5,0.5,-0.15000000000000002
2013-05-01,8.925820591567873e-279,3.541992298241222e-280,4.2503907578894674e-280,Vesnina E.,2.2,0.5,0.050000000000000044
2013-05-01,7.969482671042745e-279,9.563379205251292e-280,-9.563379205251292e-280,Cabeza-Candela E.,2.75,0.5,-0.1071428571428571
2013-05-01,9.961853338803431e-279,9.961853338803431e-280,1.9923706677606862e-279,Puig M.,3.0,0.5,0.25
2013-05-02,1.2452316673504289e-278,1.2452316673504289e-279,2.4904633347008578e-279,Oprandi R.,3.0,0.5,0.25
2013-05-02,1.0636353825284914e-278,1.8159628482193757e-279,-1.8159628482193757e-279,Puig M.,3.4,0.5,-0.14583333333333337
2013-05-02,9.085218892430864e-279,1.55113493285405e-279,-1.55113493285405e-279,Morita A.,3.4,0.5,-0.14583333333333337
2013-05-04,1.0220871253984722e-278,7.571015743692387e-280,1.135652361553858e-279,Pavlyuchenkova A.,2.5,0.5,0.125
2013-05-04,8.8013058020424e-279,1.4195654519423225e-279,-1.4195654519423225e-279,Jovanovski B.,3.25,0.5,-0.13888888888888884
2013-05-04,9.021338447093459e-279,2.000296773191456e-280,2.2003264505106017e-280,Cornet A.,2.1,0.5,0.02499999999999991
2013-05-04,7.58612551232859e-279,1.4352129347648685e-279,-1.4352129347648685e-279,Arvidsson S.,3.75,0.5,-0.15909090909090917
2013-05-04,7.413713568866577e-279,1.7241194346201354e-280,-1.7241194346201354e-280,Stephens S.,2.1,0.5,-0.022727272727272596
2013-05-04,7.877070666920738e-279,3.7068567844332886e-280,4.633570980541611e-280,Flipkens K.,2.25,0.5,0.0625
2013-05-04,8.073997433593757e-279,1.7902433333910783e-280,1.9692676667301862e-280,Robson L.,2.1,0.5,0.025000000000000133
2013-05-04,6.4224979585404885e-279,1.6514994750532684e-279,-1.6514994750532684e-279,Radwanska U.,6.5,0.5,-0.20454545454545447
2013-05-05,7.016579019705484e-279,4.3363581106933965e-280,5.940810611649954e-280,Shvedova Y.,2.37,0.5,0.09250000000000003
2013-05-05,7.191993495198121e-279,1.5946770499330657e-280,1.7541447549263725e-280,Bartoli M.,2.1,0.5,0.02499999999999991
2013-05-05,6.193105509753938e-279,9.988879854441836e-280,-9.988879854441836e-280,Tsurenko L.,3.25,0.5,-0.13888888888888884
2013-05-05,4.816859840919729e-279,1.3762456688342084e-279,-1.3762456688342084e-279,Hsieh S.W.,10.0,0.5,-0.2222222222222222
2013-05-05,4.3559874487329655e-279,4.608723921867642e-280,-4.608723921867642e-280,Pennetta F.,2.62,0.5,-0.09567901234567888
2013-05-05,3.403115194322629e-279,9.528722544103363e-280,-9.528722544103363e-280,Pironkova T.,9.0,0.5,-0.21875
2013-05-05,2.5996018845520086e-279,8.035133097706207e-280,-8.035133097706207e-280,Putintseva Y.,19.0,0.5,-0.23611111111111105
2013-05-05,3.00254017665757e-279,2.4872734080590206e-280,4.029382921055614e-280,Torro Flor M.T.,2.62,0.5,0.15500000000000003
2013-05-05,2.4773210616716734e-279,5.252191149858962e-280,-5.252191149858962e-280,Wickmayer Y.,4.33,0.5,-0.17492492492492495
2013-05-05,2.2402934292277787e-279,2.370276324438947e-280,-2.370276324438947e-280,Mattek-Sands B.,2.62,0.5,-0.095679012345679
2013-05-05,3.0243961294575013e-279,3.267094584290511e-280,7.841027002297226e-280,Scheepers C.,3.4,0.5,0.3500000000000001
2013-05-05,2.6463466132753136e-279,3.7804951618218767e-280,-3.7804951618218767e-280,Giorgi C.,3.0,0.5,-0.125
2013-05-05,2.7786639439390794e-279,1.1026444221980482e-280,1.323173306637658e-280,Makarova E.,2.2,0.5,0.050000000000000044
2013-05-05,2.6397307467421252e-279,1.3893319719695398e-280,-1.3893319719695398e-280,Zakopalova K.,2.25,0.5,-0.050000000000000044
2013-05-05,2.177976044046243e-279,4.617547026958822e-280,-4.617547026958822e-280,Zheng J.,4.33,0.5,-0.17492492492492495
2013-05-05,2.7224700550578033e-279,2.7224700550578035e-280,5.444940110115607e-280,Lepchenko V.,3.0,0.5,0.25
2013-05-06,2.892624433498916e-279,1.3612350275289018e-280,1.701543784411127e-280,Suarez Navarro C.,2.25,0.5,0.0625
2013-05-06,3.434991514779963e-279,3.099240464463124e-280,5.423670812810467e-280,Mladenovic K.,2.75,0.5,0.1875
2013-05-06,3.2632419390409648e-279,1.7174957573899817e-280,-1.7174957573899817e-280,Peng S.,2.25,0.5,-0.050000000000000044
2013-05-06,2.505703631763598e-279,7.575383072773669e-280,-7.575383072773669e-280,Dulgheru A.,15.0,0.5,-0.2321428571428571
2013-05-06,2.0358842008079233e-279,4.698194309556746e-280,-4.698194309556746e-280,Pavlyuchenkova A.,5.0,0.5,-0.1875000000000001
2013-05-06,1.6723334506636513e-279,3.63550750144272e-280,-3.63550750144272e-280,Cornet A.,4.5,0.5,-0.1785714285714286
2013-05-06,1.3302652448460862e-279,3.4206820581756503e-280,-3.4206820581756503e-280,Cirstea S.,6.5,0.5,-0.20454545454545459
2013-05-06,2.993096800903694e-279,2.77138592676268e-280,1.662831556057608e-279,Robson L.,7.0,0.5,1.25
2013-05-07,2.8434419608585093e-279,1.4965484004518471e-280,-1.4965484004518471e-280,Flipkens K.,2.25,0.5,-0.050000000000000044
2013-05-07,2.1770102512822963e-279,6.664317095762131e-280,-6.664317095762131e-280,Dominguez Lino L.,17.0,0.5,-0.234375
2013-05-07,2.285860763846411e-279,9.070876047009575e-281,1.0885051256411492e-280,Lisicki S.,2.2,0.5,0.050000000000000044
2013-05-07,2.4287270615868116e-279,1.1429303819232055e-280,1.428662977404007e-280,Medina Garrigues A.,2.25,0.5,0.0625
2013-05-07,2.3275301006873612e-279,1.0119696089945056e-280,-1.0119696089945056e-280,Petrova N.,2.2,0.5,-0.04166666666666663
2013-05-07,1.891118206808481e-279,4.3641189387888023e-280,-4.3641189387888023e-280,Scheepers C.,5.0,0.5,-0.1875
2013-05-07,1.4656166102765728e-279,4.255015965319082e-280,-4.255015965319082e-280,Mchale C.,11.0,0.5,-0.22499999999999998
2013-05-08,1.432307141861196e-279,3.3309468415376684e-281,-3.3309468415376684e-281,Goerges J.,2.1,0.5,-0.022727272727272818
2013-05-08,1.6543147488496816e-279,1.3704173270894162e-280,2.2200760698848545e-280,Kanepi K.,2.62,0.5,0.15500000000000003
2013-05-08,3.308629497699363e-279,3.3086294976993634e-280,1.6543147488496816e-279,Makarova E.,6.0,0.5,1.0
2013-05-08,2.826121029284873e-279,4.8250846841449045e-280,-4.8250846841449045e-280,Mladenovic K.,3.4,0.5,-0.14583333333333326
2013-05-08,4.945711801248528e-279,5.298976929909137e-280,2.119590771963655e-279,Hantuchova D.,5.0,0.5,0.75
